Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,50,,
55,147,0.8206741964844436,141
54,72,0.7908282306077244,52
53,38,1.117885938288553,27
52,24,0.9089640411578248,16
51,119,1.5753758190470124,81
50,86,1.8545372123821677,18
49,143,1.0874603807953025,28
48,151,0.8180483374867512,28
47,213,0.6251458342073741,46
46,175,2.118891714245054,22
45,41,0.9123756655889075,12
44,1340,0.8145868348787394,55
43,14,0.9960313480844398,8
42,676,,
41,3,,
40,2,1.7497124477250594,1
39,3,,
38,1,,
37,7,1.8722814043829288,5
36,28,,
35,3,,
34,13,16.994704144291568,9
33,16,1.0849814908336555,1
32,12,2.8351910778354985,3
31,56,37.92076326883818,2
30,5,16.29314581778514,2
29,9,18.98551756068216,2
28,4,,
27,13,16.875053282935234,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
