Iteration,SampleCount,P_INCLINATION,P_INCLINATION_Weight
56,51,8.925300382828073,50
55,147,2.05928230194604,141
54,74,1.030749985023482,54
53,36,1.3441842121414351,27
52,26,1.053772584783258,18
51,120,1.7215696253392845,84
50,85,6.257533792263963,20
49,143,1.5979627730017398,30
48,150,1.4893452453652076,29
47,210,1.0574107574616463,44
46,175,2.7348138387659167,20
45,43,0.7578105535099908,12
44,1340,0.7810860687294848,55
43,13,0.7494933952759583,7
42,677,,
41,4,,
39,3,1.7620886461510636,2
38,1,,
37,7,3.207873720220629,4
36,29,,
35,3,,
34,12,20.659762978144908,8
33,17,1.0986267986186533,1
32,11,4.032126055405016,2
31,57,33.11453775773614,2
30,5,15.046644608324812,2
29,9,25.276997384398864,2
28,3,,
27,14,32.03744799707,1
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
