Iteration,SampleCount,P_ESI,P_ESI_Weight
56,48,,
55,151,0.0650530163278271,143
54,72,0.07372944119237161,57
53,35,0.0502006622791828,29
52,25,0.11739313547452683,21
51,117,0.08365748115235004,113
50,85,8657806.570334142,73
49,140,5.010758665221601,131
48,143,24.20299344613266,132
47,217,44.481105721385816,200
46,169,0.735551537370739,154
45,52,0.24766794292752914,35
44,1209,0.2802859199990337,1203
43,150,0.11309617832123801,10
42,603,0.07727797549853109,602
41,77,0.12147179101929668,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
