Iteration,SampleCount,P_ESI,P_ESI_Weight
56,51,,
55,149,0.062071304439744165,144
54,70,0.1657079020493277,56
53,39,0.060851593025829535,32
52,22,0.03814421766400731,21
51,111,0.1995232359412766,107
50,93,1570953.0429567515,75
49,136,2.24759687743614,129
48,150,1.624531263685523,137
47,214,0.2670132721474192,202
46,168,0.11029226665260129,155
45,54,0.160962083389759,38
44,1193,0.08718073283352366,1190
43,162,0.07772034396848883,9
42,607,0.08301182852286303,605
41,74,0.11778996690186017,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
