Iteration,SampleCount,P_ESI,P_ESI_Weight
56,51,,
55,149,0.07160809803548424,144
54,70,0.05665403667672375,56
53,36,0.06745747225105522,29
52,28,0.05225490406515835,24
51,115,0.0496798405710274,114
50,84,0.08762407027721657,73
49,137,0.08333737890146903,128
48,150,0.07765157041633418,136
47,206,0.06466100523234052,193
46,172,0.0611779415051781,150
45,56,0.06294937206242374,35
44,1212,0.05125743537602037,1206
43,147,0.04610574405476915,10
42,603,0.044172578424531525,602
41,77,0.30838950420101896,4
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,,
33,16,,
32,12,,
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
