Iteration,SampleCount,P_ESCAPE,P_ESCAPE_Weight
56,53,2.24162861522982,52
55,145,0.7916286262274008,141
54,68,0.5260338901430945,51
53,42,0.5796266135080188,30
52,26,0.5201740862824438,23
51,119,0.4699359281934745,117
50,89,0.39522312220288197,23
49,143,0.361916297652524,3
48,148,0.41647500661025477,13
47,216,,
46,171,2.2776444376835876,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
39,4,0.41872686590803204,3
38,1,,
37,6,,
36,27,0.7566787834655105,26
35,5,,
34,13,0.8606104702125675,4
33,16,0.16144800679738758,1
32,9,0.5967874746910231,4
31,59,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
