Iteration,SampleCount,P_ESCAPE,P_ESCAPE_Weight
56,51,,
55,145,0.5340809961994831,140
54,71,0.2372700813977389,53
53,39,0.20925472636762318,29
52,26,0.6151829732290797,22
51,120,0.1972545947363177,117
50,88,0.22283645561224052,22
49,144,0.34045540912560057,3
48,148,0.23072801560283013,13
47,216,,
46,171,6.923844079932556,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,5,,
36,28,0.5186724449247491,26
35,5,,
34,13,0.6721807293490477,4
33,16,0.19885760252472906,1
32,11,1.2940216112715905,6
31,57,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
