Iteration,SampleCount,P_ESCAPE,P_ESCAPE_Weight
56,53,,
55,146,0.9754707187156623,143
54,72,0.678491920108529,57
53,35,0.78708204156857,29
52,29,0.6868788257968346,25
51,105,,
50,99,0.47855156604816856,21
49,145,1.5917306943703329,3
48,148,0.7204544322816487,13
47,216,,
46,171,1.1796121132334534,1
45,41,,
44,1343,,
43,11,,
42,675,,
41,4,,
40,1,,
39,2,,
38,2,0.014058837191863738,1
37,7,,
36,25,,
35,6,,
34,13,0.8036517056836203,4
33,16,0.25541747342064625,1
32,12,0.7227241791970044,7
31,56,,
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
