Iteration,SampleCount,P_DISTANCE,P_DISTANCE_Weight
56,50,,
55,144,0.024744855224637683,138
54,71,0.008177780098039216,51
53,45,0.0045601812818181825,33
52,23,,
51,115,0.0041346156902654875,113
50,86,0.3107747021067568,74
49,135,0.07813062674015747,127
48,141,0.037664857,126
47,217,0.05180994248453607,194
46,181,0.0040879602250000055,160
45,47,0.03267669441666667,36
44,1210,0.0207059436,1205
43,149,0.011002901181818186,11
42,620,,
41,58,0.03498433333333357,3
40,2,0.00027817599999999804,1
39,2,,
38,2,2.1200000000012875e-06,1
37,6,0.0012089700000000106,4
36,29,,
35,3,,
34,11,,
33,17,0.11949279933333329,15
32,13,0.015229699399999934,10
31,53,0.044414915,24
30,7,0.014038635000000008,4
29,10,0.02887193977777778,9
28,4,,
27,12,,
26,7,0.07141988333333339,6
25,53,,
24,14,,
23,3,,
19,1,,
16,1,,
