Iteration,SampleCount,P_DISTANCE,P_DISTANCE_Weight
56,53,0.13459016684615385,52
55,145,0.4616642367469416,141
54,77,0.45038236479859795,60
53,35,0.4591596992871017,32
52,22,0.4784097319866313,21
51,118,0.44992952010964216,114
50,85,0.5880450548068963,74
49,134,0.3587518118256898,126
48,149,0.35585131110925156,133
47,212,0.37281456341230534,196
46,176,0.4280558226391518,157
45,51,0.4237035075525859,37
44,1212,0.4181383416702523,1208
43,143,0.3985059751500209,8
42,602,0.42751429948137576,599
41,80,0.6035216407142778,4
40,1,,
39,3,,
37,6,0.387216987042688,3
36,30,,
35,3,,
34,11,,
33,17,0.2818365716894933,15
32,12,0.428903841033174,9
31,54,0.3330030719426524,24
30,8,0.3260291989645889,5
29,8,,
28,5,0.4983150027830714,4
27,12,,
26,6,0.7094252429747564,5
25,60,0.34778464671281856,59
24,8,,
23,3,,
19,1,,
16,1,,
