Iteration,SampleCount,P_DISTANCE,P_DISTANCE_Weight
56,49,0.12910201945833333,48
55,154,0.1283610573348554,146
54,70,0.09272607927654977,58
53,36,0.08731466596729003,31
52,23,0.06448734370606933,21
51,116,0.06397504493936165,112
50,82,1.0367541669841291,69
49,139,0.928004891968669,126
48,153,0.5473475006741358,137
47,206,0.765643812192566,194
46,173,0.41922800857986026,152
45,54,0.5291978425810595,35
44,1212,0.32805382969834196,1206
43,146,0.23118241748634352,9
42,617,0.18305468583737827,615
41,64,1.0140425499999999,4
40,1,,
39,3,,
38,1,,
37,7,0.12504117295566688,5
36,28,,
35,3,,
34,10,,
33,16,1.9365797309872517,13
32,13,0.9235484983703982,8
31,57,0.6972977220616701,26
30,6,0.7468362466380617,5
29,9,,
28,3,,
27,12,0.5698549964543179,11
26,7,2.233791708152306,5
25,60,1.3067995803621884,59
24,8,,
23,2,,
22,1,,
19,1,,
16,1,,
