Iteration,SampleCount,P_DISTANCE,P_DISTANCE_Weight
56,46,,
55,147,0.13401062343248174,137
54,81,0.08866482377514497,60
53,33,0.08923916197436246,30
52,26,0.06484839647384494,23
51,112,0.06184097238653544,110
50,90,1.2257526163642412,75
49,139,0.903394985465089,132
48,149,0.5723207189102848,139
47,206,0.7718268190255637,196
46,164,0.44285890039944886,145
45,61,0.4595349060686363,35
44,1215,0.35043724310727636,1209
43,143,0.3094314670677547,9
42,614,0.19289106864128824,612
41,66,1.3028039432562133,3
40,2,0.24809195847917823,1
39,3,,
38,1,,
37,7,0.1309275576463939,5
36,28,,
35,2,,
34,13,0.18792478011731134,12
33,15,1.3629510048488658,14
32,14,0.7595436053135762,10
31,53,0.6951430754567823,24
30,7,0.8922860389419023,4
29,10,0.43505809309187154,9
28,4,,
27,12,,
26,7,2.2418222411058313,6
25,55,,
24,12,,
23,3,,
19,1,,
16,1,,
