Iteration,SampleCount,P_DISTANCE,P_DISTANCE_Weight
56,51,0.3468852586303729,50
55,142,0.1805176389622992,136
54,81,0.19401935342417037,59
53,35,0.171569529826831,31
52,25,0.19463525725630568,23
51,116,0.1946343771367937,114
50,80,0.348709632246653,69
49,145,0.18806256252003403,132
48,146,0.15179927226350073,136
47,204,0.1286026682554213,191
46,175,0.13603521455370732,151
45,57,0.16433407150303447,37
44,1225,0.07269073166858975,1221
43,131,0.08379735448821649,9
42,600,0.05205926424959899,598
41,81,0.10529714349925742,4
40,1,,
39,3,,
38,1,,
37,6,0.1370119038415837,4
36,29,,
35,3,,
34,12,,
33,15,0.21292228401398042,14
32,12,0.15925204207778274,8
31,56,0.12031727763850682,25
30,7,0.14617949294640772,5
29,9,,
28,4,,
27,12,,
26,6,0.2695994855587244,5
25,58,0.21058236067384187,57
24,10,,
23,3,,
19,1,,
16,1,,
