Iteration,SampleCount,P_DISTANCE,P_DISTANCE_Weight
56,49,,
55,145,0.4973180112062621,138
54,80,0.46957655951080957,60
53,35,0.4881452336850311,32
52,23,0.4985363171931208,22
51,107,0.47966331944724294,104
50,94,0.6818702447300674,73
49,138,0.3871670442075791,129
48,144,0.3869377465929508,131
47,217,0.3966481079694083,199
46,176,0.4111226447051551,160
45,51,0.39380864779721014,40
44,1202,0.3902244037915684,1201
43,151,0.35543216036581265,9
42,612,0.39146386178497217,610
41,69,0.4347487997176851,4
40,1,,
39,3,,
38,1,,
37,6,0.2717369418603374,4
36,29,,
35,3,,
34,12,,
33,15,0.4819108871349144,14
32,13,0.30290809806036323,9
31,53,0.29809874525722857,23
30,9,0.2706332845503294,5
29,9,,
28,4,,
27,12,,
26,5,0.6917779940396848,4
25,60,0.2753648989540903,58
24,9,,
23,3,,
19,1,,
16,1,,
