Iteration,SampleCount,P_DISTANCE,P_DISTANCE_Weight
56,48,,
55,144,0.296987740639645,136
54,81,0.175584802029681,59
53,32,0.13782762826937903,28
52,29,0.1203786663394045,24
51,110,0.12166564910718654,109
50,90,0.6682658460117856,74
49,137,0.2471797472372579,129
48,150,0.11668709947668483,137
47,204,0.1854851397184465,192
46,175,0.10659527369187384,152
45,59,0.10982818406425478,40
44,1214,0.07875143562533654,1213
43,139,0.139113819811828,9
42,606,0.09205651459749761,604
41,75,0.060608574838459196,4
40,1,,
39,3,,
38,1,,
37,7,0.17741330529686633,5
36,28,,
35,2,,
34,12,0.23950158379336936,11
33,18,0.15988457161574024,16
32,10,0.07907662748559736,8
31,54,0.11770935675330005,23
30,9,0.03253198888268155,5
29,9,,
28,3,,
27,14,0.11036569593562379,13
26,5,,
25,61,0.2060841417355196,60
24,7,,
23,3,,
19,1,,
16,1,,
