Iteration,SampleCount,P_DISTANCE,P_DISTANCE_Weight
56,53,0.1341565067926132,52
55,147,0.008246850882149439,143
54,70,0.004756939995649268,55
53,38,0.0018400435226766138,30
52,22,0.006206657924265702,19
51,116,0.012266784774976962,110
50,91,12437085.94840571,76
49,137,0.09716556017887652,131
48,147,0.04777282988164408,136
47,209,0.10419811041683083,196
46,176,0.31743243947289557,157
45,49,0.32599677514653913,35
44,1204,0.659521065944929,1198
43,155,0.4953622065595404,10
42,612,0.21067330111838548,611
41,68,0.37801497616724467,4
40,1,,
39,3,,
37,6,0.26381775659699847,3
36,30,,
35,3,,
34,12,,
33,14,1.4307029559303028,13
32,15,0.2840932489512361,10
31,50,0.6970250686278889,21
30,9,1.1353116928342732,3
29,10,0.5281841496048016,8
28,4,1.7007079678416799,3
27,14,0.6894073191534329,13
26,6,,
25,63,,
24,4,,
23,2,,
22,1,,
19,1,,
16,1,,
