Iteration,SampleCount,P_DISTANCE,P_DISTANCE_Weight
56,49,,
55,150,0.13107174958486964,143
54,68,0.0925601726214701,53
53,38,0.09357519171668166,28
52,27,0.06822234979848905,22
51,113,0.056592662218750416,110
50,86,1.1706482339147368,71
49,143,0.892531277245922,132
48,144,0.5540620831074022,134
47,202,0.7559158036818272,187
46,180,0.42028337348813594,152
45,54,0.5099939407390879,35
44,1224,0.3360064544799553,1218
43,134,0.31345761852496506,9
42,613,0.1846056253572438,611
41,68,1.0140425499999999,4
39,4,0.14641630184867205,3
38,1,,
37,7,0.12661221263653513,5
36,28,,
35,3,,
34,13,,
33,13,,
32,15,0.7572189637615685,10
31,55,0.6497038489056839,26
30,6,0.7470449577067763,5
29,9,,
28,2,,
27,14,0.6534381840831903,12
26,7,2.246025722690878,6
25,57,,
24,10,,
23,3,,
19,1,,
16,1,,
