Iteration,SampleCount,P_HILL_SPHERE,P_HILL_SPHERE_Weight
56,52,,
55,147,0.022348317687768796,143
54,72,0.014086055278228097,57
53,36,0.019728525282429684,30
52,25,0.016137433859654268,22
51,112,0.016908802886701785,109
50,91,0.03677434400140786,72
49,139,0.03172933904383337,106
48,145,0.022872543516575358,106
47,217,0.023210117065392392,135
46,180,0.01674603976745963,26
45,41,0.04158312863204285,7
44,1346,0.07633467834622043,1
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,0.04414910247537826,5
36,28,,
35,3,,
34,12,,
33,14,0.02399778534190814,12
32,13,0.022678771697087933,7
31,55,0.022737578065689774,24
30,6,0.020735877614455077,3
29,11,0.03163307865895282,3
28,4,0.1256469831431856,2
27,11,0.08495006889720431,4
26,8,0.030456624446324198,5
25,60,0.06380317388993918,41
24,7,,
23,1,,
22,2,,
19,1,,
16,1,,
