Iteration,SampleCount,P_HILL_SPHERE,P_HILL_SPHERE_Weight
56,50,0.005396520241229525,49
55,146,0.013134954559887536,139
54,73,0.12767574136159804,54
53,40,0.020034119009385825,31
52,23,0.11908336732559542,21
51,123,0.19790468736274036,119
50,77,7.354161358432129,68
49,145,7421798.751615854,108
48,143,6938468.0711515965,106
47,214,32783295.652113352,132
46,182,2895.9498311350076,25
45,44,449.5720160372792,9
44,1344,810.9896026276683,1
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,23702.09570236721,5
36,28,,
35,3,,
34,12,,
33,15,3155.1221387913633,13
32,14,47794.592990919635,9
31,52,5814.134050652943,23
30,9,12878.423257121432,5
29,9,58706.53226877239,3
28,4,63171.20754071366,2
27,12,12486.43562774007,5
26,7,6923.165343253676,5
25,60,6615.295371216291,41
24,7,,
23,1,,
22,2,,
19,1,,
16,1,,
