Iteration,SampleCount,P_HILL_SPHERE,P_HILL_SPHERE_Weight
56,55,0.005285230685740741,54
55,145,0.0019927228347552447,143
54,73,0.0016085074727586206,58
53,35,0.0007759559396666668,30
52,26,0.000640317837826087,23
51,112,0.0005718201256363636,110
50,88,0.04334734016257143,70
49,138,0.03546989383019418,103
48,153,0.009399770175225223,111
47,203,0.012882602000238096,126
46,186,0.003769870015652176,23
45,45,0.019975317729999994,8
44,1345,0.09195378000000001,1
43,11,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.0007123721999999997,4
36,29,,
35,1,,
34,13,0.002486082552727273,11
33,17,0.03854369157142857,14
32,12,0.015971538752500007,8
31,53,0.006499483160869566,23
30,9,0.014002737899999996,5
29,8,0.0026852390999999995,2
28,5,0.08528198499999999,2
27,13,0.05463614833333332,6
26,5,0.07484363524999998,4
25,66,0.07312870874565218,46
24,2,,
23,3,,
19,1,,
16,1,,
