Iteration,SampleCount,P_HILL_SPHERE,P_HILL_SPHERE_Weight
56,49,0.005034430514375,48
55,147,0.005275110473113511,139
54,76,0.004044893987220428,57
53,35,0.003165202566055401,29
52,23,0.0023436286549448266,19
51,112,0.0022363131895818122,106
50,96,0.07667651258645661,74
49,139,0.05945824758232308,108
48,143,0.041195941132507095,106
47,217,0.05672152751888724,135
46,181,0.02896022728630759,27
45,42,0.12658501481655685,9
44,1344,0.21746914126716504,1
43,11,,
42,675,,
41,4,,
40,1,,
39,2,,
38,1,,
37,8,0.027620686802699086,5
36,28,,
35,3,,
34,12,,
33,16,0.11425390749885807,14
32,12,0.07195771729270595,8
31,54,0.032889153546217804,24
30,8,0.05235073618397829,5
29,9,0.08557418572029639,3
28,4,0.25812925670814724,2
27,13,0.15177932435407854,6
26,6,0.09435103311601854,5
25,62,0.15911108418898703,43
24,5,,
23,3,,
19,1,,
16,1,,
