Iteration,SampleCount,P_HILL_SPHERE,P_HILL_SPHERE_Weight
56,48,0.005416917950638299,47
55,156,0.038391154096462585,147
54,67,0.0613727316161478,56
53,36,0.0626689231045631,29
52,28,0.06289356352824278,24
51,107,0.06258142254561402,106
50,94,0.06379671615364656,72
49,135,0.04772519944943759,102
48,153,0.04586323590066879,110
47,210,0.038915422811325324,132
46,184,0.044973803895059644,27
45,42,0.06959424672738583,9
44,1344,0.04991252144357802,1
43,11,,
42,675,,
41,4,,
40,1,,
39,2,,
38,1,,
37,8,0.045974879360663835,5
36,28,,
35,3,,
34,13,,
33,16,0.0305643068978197,15
32,10,0.0335870606102576,7
31,57,0.03717344117012325,26
30,6,0.0472254579978565,5
29,9,0.05976087569363306,3
28,4,0.12012730453340714,2
27,11,0.05952001800635439,4
26,6,0.07866367870538953,3
25,61,0.07558570684282385,40
24,8,,
23,3,,
19,1,,
16,1,,
