Iteration,SampleCount,P_HILL_SPHERE,P_HILL_SPHERE_Weight
56,52,,
55,147,0.002086167234195804,143
54,65,0.0005686987276000001,50
53,43,0.0010139204313333334,30
52,26,0.0005744546995652173,23
51,117,0.0005315468853913043,115
50,87,0.04188017168905405,74
49,137,0.018823431744622643,106
48,147,0.01019188053361111,108
47,207,0.02112325117566929,127
46,187,0.007324594517200002,25
45,43,0.014711292254999998,8
44,1344,,
43,12,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,6,0.0005773518250000002,4
36,29,,
35,2,,
34,12,0.0023994657654545473,11
33,18,0.02279359072666666,15
32,12,0.019662597535555562,9
31,55,0.00872931398230769,26
30,4,0.0023915028333333327,3
29,9,0.006090019499999999,1
28,6,0.14861784,2
27,12,0.1011584499,5
26,7,0.08708219199999999,5
25,61,0.09275997616666667,42
24,6,,
23,2,,
22,1,,
19,1,,
16,1,,
