Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,55,0.36113310617568306,54
55,146,0.10799324235675738,144
54,62,0.1209804988459949,48
53,46,0.0916196929358465,31
52,23,0.11608718310658254,21
51,114,0.12239560012109883,110
50,90,0.4166726154302584,75
49,139,0.16916422144878368,132
48,145,0.12331453514156984,135
47,199,0.11630941485347704,185
46,185,0.0901152435682007,155
45,54,0.06346912885664896,38
44,1214,0.0934462520943937,1211
43,142,0.06658343793022953,10
42,608,0.047022711161652346,607
41,72,0.31995473991663453,4
40,1,,
39,3,,
38,1,,
37,7,0.04756782889824279,2
36,27,,
35,4,,
34,13,,
33,16,,
32,12,0.04959369426150417,2
31,55,0.027018841615423693,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
