Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,51,,
55,145,0.027400109308886724,140
54,71,0.017235222908769495,53
53,36,0.013468216096534882,26
52,28,0.017263195884209135,21
51,116,0.017162633821001045,112
50,85,0.018514427843939536,72
49,132,0.013152715592488998,122
48,155,0.010555042947292967,135
47,206,0.007428602210863098,192
46,175,0.006223588060965618,152
45,55,0.007635148892135874,36
44,1225,0.004783677767970197,1220
43,131,0.003576114509505686,8
42,622,0.004935761748182395,619
41,59,0.004168011925431925,3
40,2,,
39,3,,
38,1,,
37,6,0.003219436772882167,1
36,26,0.006384782974946197,25
35,6,,
34,13,,
33,16,,
32,12,0.008674412690435784,2
31,55,0.003373344710185619,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
