Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,51,,
55,151,1.0573188685608257e-06,146
54,70,4.874826462733038e-06,58
53,35,3.709088220448427e-06,30
52,23,4.0191821579489e-05,20
51,114,0.00047932989671305734,109
50,89,0.35107191644154606,73
49,136,0.1372860103089424,127
48,153,0.15854442480113629,138
47,205,0.07329804823126278,194
46,171,0.07358634438231866,150
45,59,0.09084220178574952,38
44,1203,0.08955252199526785,1200
43,151,0.07214153640577636,8
42,622,0.09292659848972895,619
41,60,0.07439312199379727,4
40,1,,
39,3,,
38,1,,
37,7,0.05841688235518061,2
36,27,,
35,4,,
34,13,,
33,16,,
32,12,0.05902811661536578,2
31,49,0.1132483074873282,22
30,12,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
