Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,47,,
55,151,0.07305168591549294,142
54,74,0.017007398793103447,58
53,33,0.03234685092857142,28
52,30,0.027450870159999977,25
51,107,,
50,92,0.016927580000000005,74
49,136,0.01330561249999999,128
48,151,0.01938247519708029,137
47,210,0.007103492979797979,198
46,172,0.006739872058064517,155
45,50,0.010875027500000016,34
44,1214,0.005414259196354593,1207
43,146,0.0006397269999999899,10
42,611,0.002193849983606547,610
41,69,0.002414699999999881,4
40,1,,
39,3,,
38,1,,
37,6,0.0008869999999998601,1
36,27,0.0008197084615384572,26
35,5,,
34,13,,
33,16,,
32,12,0.0,2
31,52,0.00021244680000000128,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
