Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,52,,
55,152,0.19989510970591456,148
54,65,0.19899675258526364,55
53,37,0.22733782840341915,29
52,26,0.2532074849304138,22
51,114,0.1606480861559122,111
50,87,0.21836575005245942,73
49,136,0.18003966012459505,127
48,150,0.17920345626232118,135
47,212,0.19420513230860595,198
46,170,0.17747366619221988,153
45,57,0.1782270992648777,39
44,1201,0.12608943963937627,1199
43,152,0.1773152344688829,8
42,616,0.1409586267766607,613
41,65,0.07634465126443257,3
40,2,,
39,3,,
38,1,,
37,7,0.12292689928897982,2
36,24,,
35,7,,
34,13,,
33,16,,
32,12,0.08065119345900162,2
31,52,0.12799874168082137,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
