Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,55,0.4558838731621654,53
55,151,0.1922922698392484,148
54,63,0.20640526220516214,53
53,41,0.23636528673668797,31
52,23,0.24498457971606352,21
51,117,0.17286127593066455,113
50,85,0.2523249815459717,73
49,133,0.2107022503621021,124
48,151,0.1939857818800738,133
47,211,0.21145824560953375,195
46,173,0.1827373248114565,153
45,51,0.19346549156016465,33
44,1223,0.12099671856720742,1215
43,139,0.17011018061142094,11
42,608,,
41,70,0.1067618064281249,3
40,2,,
39,3,,
38,1,,
37,7,0.10898105981395678,2
36,23,,
35,8,,
34,13,,
33,16,,
32,12,0.109963615756554,2
31,53,0.10606170214570561,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
