Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,54,0.525467495,52
55,147,0.43572744112611533,143
54,72,0.48502567512903366,57
53,35,0.546467305224834,29
52,27,0.5896001910730508,23
51,113,0.4356300933706117,111
50,90,0.4510055493001714,76
49,133,0.48770053127922613,127
48,146,0.5515405208072665,131
47,216,0.509022933883835,198
46,167,0.5704144900850044,150
45,57,0.5610532645927844,36
44,1211,0.3218748750453173,1206
43,148,0.35750742841489475,11
42,607,,
41,72,0.5274591932759722,4
40,1,,
39,3,,
38,1,,
37,7,0.05104785499979636,2
36,28,,
35,3,,
34,13,,
33,16,,
32,12,0.5570220476233384,2
31,54,0.32323079697452867,27
30,7,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
