Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,46,,
55,155,0.06051323310344828,145
54,68,0.019743192000000003,55
53,37,0.035094178137931024,29
52,28,0.0217016111666667,24
51,111,0.02238429763636361,110
50,89,0.012684452567567568,74
49,137,0.014358330077519401,129
48,139,0.01824956773809525,126
47,220,0.007999144472081218,197
46,174,0.007240972993589744,156
45,52,0.006123949432432441,37
44,1213,0.005612415467328361,1209
43,145,0.0020527981818181888,11
42,610,,
41,68,0.002488133333333309,3
40,2,,
39,3,,
38,1,,
37,6,0.0008869999999998601,1
36,26,0.0006285211999999962,25
35,6,,
34,13,,
33,16,,
32,12,0.0,2
31,56,0.0001669575862069165,29
30,5,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
