Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,50,,
55,148,0.6446714192516273,142
54,71,0.11959371202316418,55
53,38,0.062220748288964005,30
52,24,0.2089898283301589,21
51,117,0.10843751839731167,113
50,85,0.3903192323071651,73
49,142,0.11581656033608652,133
48,146,0.10114947282721556,137
47,200,0.08796866045692221,188
46,179,0.0560807570135519,152
45,57,0.09354672528190722,38
44,1227,0.07912166703963273,1224
43,128,0.04269989172233863,9
42,601,0.05193610270705094,599
41,78,0.0149667731064691,2
40,3,,
39,3,,
38,1,,
37,6,0.008033414519655002,1
36,25,0.05247746300780251,24
35,7,,
34,13,,
33,16,,
32,12,0.06468812358327347,2
31,52,0.013247694703864244,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
