Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,47,0.20604640608695654,46
55,148,0.05942681688405798,138
54,78,0.015482076206896568,58
53,34,0.027443905379310355,29
52,26,0.06328037959090912,22
51,117,0.02081928429824562,114
50,83,0.01611296500000001,72
49,139,0.018808490465116293,129
48,147,0.029918426738805966,134
47,217,0.009392752871287125,202
46,161,0.006299156533783783,148
45,62,0.003892777948717964,39
44,1216,0.004572360214168035,1214
43,139,0.0007978890000000516,10
42,604,0.0022395146268656668,603
41,76,0.002581699999999909,4
40,1,,
39,3,,
38,1,,
37,7,0.007637000000000116,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.0,2
31,54,0.0005683507407407356,27
30,7,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
