Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,50,0.4801260401887577,49
55,153,0.19587602573604831,146
54,70,0.20304626098082693,58
53,37,0.23452066999301177,32
52,22,0.2522223613802724,21
51,115,0.15055096729848644,111
50,87,0.22527206401733177,73
49,140,0.19295185583182078,131
48,147,0.18850513924139026,136
47,207,0.21190297987017345,194
46,179,0.18099900554677287,158
45,51,0.17855946901885508,38
44,1193,0.11989381675118994,1190
43,164,0.1696658498966983,11
42,613,,
41,65,0.036438837347470075,3
40,2,,
39,3,,
38,1,,
37,6,0.09982017336465643,1
36,27,0.12950344036039724,26
35,5,,
34,13,,
33,16,,
32,12,0.09944009265008635,2
31,53,0.08439971087202809,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
