Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,52,,
55,139,0.41838894663729254,135
54,78,0.4662059828628487,55
53,41,0.5167161049765512,33
52,24,,
51,114,0.42837867278455993,113
50,86,0.4660315551855845,74
49,133,0.4845458017227558,125
48,154,0.5615058064960888,137
47,208,0.5177931795837951,196
46,173,0.5575399824522845,154
45,56,0.5443278651440481,39
44,1206,0.32826377473909163,1204
43,149,0.36196698941371763,10
42,605,0.3416249919411685,604
41,75,0.5213972903741203,4
40,1,,
39,3,,
38,1,,
37,7,0.04499330208630681,2
36,27,,
35,4,,
34,13,,
33,16,,
32,12,0.5508203192880735,2
31,55,0.32680975793260775,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
