Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,49,,
55,151,0.1681404308153444,144
54,69,0.14641816905088426,55
53,36,0.18096392346360052,28
52,28,0.17606686932895985,23
51,115,0.1261636842216732,113
50,87,0.17184348669524402,75
49,132,0.15644082261803766,125
48,154,0.1427985523672222,137
47,213,0.15540105278563993,201
46,164,0.1712995936976384,150
45,55,0.19163305208706408,34
44,1212,0.12085490330845818,1205
43,148,0.13896763473245002,10
42,610,0.12696234740611093,609
41,70,0.2763396623673331,4
40,1,,
39,3,,
38,1,,
37,5,,
36,30,0.12677530425453595,28
35,3,,
34,13,,
33,16,,
32,12,0.28724341354428296,2
31,53,0.1233821723778254,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
