Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,50,,
55,148,0.02817545561970739,142
54,75,0.01812825367289832,59
53,35,0.011330451475076591,31
52,25,0.018028568341972247,23
51,114,0.016252695749474324,112
50,90,0.018075693592849853,77
49,135,0.0128891615963762,130
48,143,0.01017414988771027,131
47,210,0.007713968980611222,192
46,163,0.006020752502873049,140
45,70,0.007070936684776075,39
44,1218,0.0047712744519197185,1216
43,137,0.0039848111141896235,10
42,608,0.004770808646287026,607
41,72,0.004734892372933064,4
40,1,,
39,3,,
38,1,,
37,6,0.003388213041652266,1
36,27,0.006697258927217082,26
35,5,,
34,13,,
33,16,,
32,10,,
31,57,0.003387193971441983,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
