Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,53,0.5678895051470588,51
55,143,0.4233656149389779,138
54,79,0.4650989096907671,59
53,33,0.5203655889143428,29
52,25,0.5259037966240211,21
51,115,0.41991502389998325,111
50,89,0.4522346194677955,75
49,140,0.4948632941519924,133
48,149,0.5808079712762285,140
47,197,0.5097147395729388,188
46,181,0.5782861289042027,154
45,54,0.5121317151403336,37
44,1210,0.3291256889561498,1206
43,148,0.36217434051059794,11
42,609,,
41,70,0.5223208852650687,4
40,1,,
39,3,,
38,1,,
37,7,0.045915777128948565,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.552309569145847,2
31,51,0.3678085122662198,24
30,10,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
