Iteration,SampleCount,S_HZ_CON0_MIN,S_HZ_CON0_MIN_Weight
56,50,,
55,148,1.2728661857316406e-06,142
54,74,1.6662515583735331e-06,58
53,38,1.8348977824159707e-06,33
52,23,,
51,117,1.1138216696798095e-05,115
50,83,0.0019920278950907324,73
49,136,0.0031380195930696664,127
48,151,0.002705401178336173,136
47,210,0.41449502677796074,197
46,173,0.6664009481160583,155
45,56,0.6502840132685508,40
44,1204,0.3850058188318607,1203
43,150,0.5579096105475981,10
42,599,0.45845218264311327,598
41,81,0.3969862576890744,4
40,1,,
39,3,,
38,1,,
37,7,0.04432336433427975,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,0.613182875851896,2
31,52,0.31093370091548234,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
