Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,52,0.2711802845073618,51
55,146,0.04036370215207675,141
54,76,0.14026573526170366,59
53,32,0.026985966967449287,28
52,29,0.011893833176853434,24
51,113,0.043561471236969775,112
50,89,1591435.8012665773,76
49,136,7.018357762364414,130
48,147,0.006408355335019199,135
47,200,0.04393393504771941,186
46,187,5.868463805243684,158
45,52,134.04409248606242,39
44,1203,43883.38888477705,1201
43,153,4759.471342798223,11
42,608,,
41,71,62700.91098789573,4
40,1,,
39,3,,
38,1,,
37,7,127.25883369471852,2
36,26,,
35,5,,
34,13,,
33,16,,
32,11,199.0917429995742,1
31,55,584.2323530934757,27
30,7,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
