Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,53,0.6354719951923077,52
55,149,0.05927294227586207,145
54,72,0.0192174406779661,59
53,35,0.031191414645161317,31
52,25,0.01969478526086953,23
51,110,0.015538958055555548,108
50,92,0.01363943293333334,75
49,134,0.01364541123622048,127
48,145,0.025480679592307685,130
47,206,0.0071151883101604205,187
46,189,0.012629293049689428,161
45,47,0.007086848918918936,37
44,1226,0.004274484549918162,1222
43,131,0.000693732000000033,10
42,599,0.0020714739632107003,598
41,80,0.0012882333333332034,3
40,2,,
39,3,,
38,1,,
37,7,0.013241675000000008,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,0.0001060000000000505,2
31,49,0.00043404227272726817,22
30,12,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
