Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,53,0.5396767433340901,51
55,154,0.1739418076411069,149
54,68,0.061040390711947626,59
53,35,0.040478986163495434,31
52,25,0.05480845544389153,23
51,114,0.03947168686527886,112
50,86,0.10584845044455148,73
49,134,0.04151804844319506,125
48,144,0.03580433091459025,127
47,219,0.02862886479590962,197
46,175,0.02083930902133772,157
45,53,0.020942922831369865,39
44,1209,0.028499398192786934,1207
43,145,0.024811750126138357,9
42,606,0.018418929774315976,604
41,73,0.016396581015653888,2
40,3,,
39,3,,
38,1,,
37,7,0.025529966798581716,2
36,25,,
35,6,,
34,13,,
33,16,,
32,12,0.01630890836504406,2
31,53,0.00831295249284006,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
