Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,53,,
55,142,0.07427589145572346,139
54,77,0.033285084851656606,58
53,34,0.03612985505199562,29
52,26,0.05116404108988594,22
51,112,0.0355443625705958,109
50,86,0.05454373525240454,70
49,138,0.05973270609999282,126
48,156,0.02928083157764851,140
47,203,0.025273183734368605,194
46,177,0.020478479861265515,156
45,54,0.022312182541190686,39
44,1208,0.016337952523129733,1206
43,146,0.013223759701429999,9
42,612,0.01722824358411514,610
41,69,0.09971491791526815,4
40,1,,
39,3,,
38,1,,
37,7,0.014695815032866044,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.023326493694111106,2
31,51,0.014849725347116363,24
30,10,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
