Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,53,,
55,145,0.026576855945504085,142
54,74,0.015029292048387696,58
53,37,0.010789676569966013,32
52,24,0.014875545300627891,23
51,119,0.014293161584869655,117
50,82,0.015849534462805386,74
49,130,0.010943247290720734,122
48,147,0.009736069386699481,127
47,217,0.0070189342210763735,195
46,177,0.0061350709115700845,157
45,50,0.007069467160611822,36
44,1230,0.0046313743541535205,1225
43,129,0.00460596305440912,11
42,585,,
41,94,0.004025693495305516,4
40,1,,
39,3,,
38,1,,
37,7,0.002284270093872942,2
36,27,,
35,4,,
34,13,,
33,16,,
32,12,0.008067257718024301,2
31,53,0.0028203944281458195,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
