Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,53,0.4742072589615384,52
55,144,0.36516107771083745,140
54,76,0.4312454966253282,58
53,37,0.4774413020831183,32
52,23,0.4448981256013366,22
51,116,0.3934241561602159,113
50,90,0.4089287733460232,78
49,132,0.4461509663882254,128
48,149,0.5097817783827246,135
47,207,0.4691960913680389,193
46,170,0.5004625334459245,148
45,62,0.4769674305813961,39
44,1214,0.3005417553058547,1212
43,140,0.3034277004463483,9
42,608,0.31339077115422936,606
41,72,0.4798214166416833,3
40,2,,
39,3,,
38,1,,
37,6,0.04433582082909204,1
36,26,0.4589152375585547,25
35,6,,
34,13,,
33,16,,
32,11,0.5357864003746365,1
31,52,0.3128834692019053,24
30,10,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
