Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,52,0.30126193215515135,51
55,143,0.07189471924334727,138
54,73,0.030673703919441655,53
53,39,0.030906889664202967,29
52,24,0.08768498587598245,20
51,120,0.04108155678566567,115
50,84,0.068954492732656,74
49,139,0.055165482290551314,131
48,142,0.042750735055908796,131
47,217,0.025672971200718687,199
46,176,0.02046447122871499,160
45,49,0.021136965887016617,38
44,1214,0.015435804508841727,1211
43,141,0.005337966875489227,9
42,606,0.017705447197232906,604
41,75,0.0405770729699817,4
40,1,,
39,3,,
38,1,,
37,7,0.011971215331502916,2
36,23,,
35,8,,
34,13,,
33,16,,
32,12,0.017265525496210965,2
31,52,0.01347573420912461,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
