Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,51,,
55,150,0.09717934087247705,145
54,72,0.0875118217542225,59
53,31,0.07829615865620067,27
52,28,0.18848310591376283,22
51,118,0.09896377840575285,115
50,83,0.11629471441468378,73
49,140,0.1227398577050245,131
48,145,0.10551093362858152,134
47,210,0.0928609331069799,195
46,176,0.05504851468423791,156
45,52,0.07724819288220429,37
44,1199,0.07454499176656225,1195
43,157,0.0419894425472645,9
42,610,0.04443817447423913,608
41,71,0.08412296781370537,4
40,1,,
39,3,,
38,1,,
37,7,0.06804457843456807,2
36,27,,
35,4,,
34,13,,
33,16,,
32,12,0.10840197914083827,2
31,53,0.02783148807704168,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
