Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,51,,
55,154,0.1900696632343732,149
54,63,0.17477946540434727,54
53,39,0.21332279149931585,30
52,26,0.24590336130240006,23
51,121,0.14162268062713174,119
50,85,0.1975492145067886,79
49,133,0.16418614699199965,130
48,145,0.16051110695074872,133
47,196,0.17547988911399937,180
46,186,0.16517036413251965,151
45,55,0.1608878711540812,35
44,1215,0.11130600533138742,1209
43,145,0.1578994926445051,11
42,609,,
41,69,0.03578477971972083,3
40,2,,
39,3,,
38,1,,
37,7,0.1064829099146265,2
36,25,,
35,6,,
34,13,,
33,16,,
32,11,0.1303007509267653,1
31,52,0.08251030807354856,24
30,10,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
