Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,57,0.24941544306537036,54
55,142,0.13788996428793268,140
54,76,0.9818255216130004,58
53,35,0.022967630188827793,30
52,28,0.04914029212245476,25
51,111,,
50,90,0.04747646914029964,76
49,133,0.06346859025383711,127
48,151,0.13368162493239447,136
47,205,0.16372151948186736,192
46,178,0.07455609523002316,155
45,53,0.1498868967497577,37
44,1214,0.04679061297030753,1210
43,142,0.013008552837090827,9
42,607,0.026344104700302403,605
41,73,0.14328489239553596,3
40,2,,
39,3,,
38,1,,
37,7,0.006390879264649985,2
36,24,,
35,7,,
34,13,,
33,16,,
32,11,0.05725050303578327,1
31,54,0.007605011491311533,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
