Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,52,,
55,145,0.05713308581560282,141
54,78,0.011534634918032806,61
53,31,0.034413550137931015,29
52,26,0.013960571090909086,22
51,115,0.016608699375000008,112
50,82,0.013042382028985498,69
49,141,0.014239730835937485,128
48,146,0.018217537886363655,132
47,207,0.006844621252631572,190
46,175,0.00671055120666667,150
45,56,0.004080806971428579,35
44,1216,0.003494500570247932,1210
43,144,0.0011307190909091056,11
42,618,,
41,60,0.005618000000000123,3
40,2,,
39,3,,
38,1,,
37,7,0.0005274199999999452,2
36,24,,
35,7,,
34,13,,
33,16,,
32,11,2.220446049250313e-16,1
31,56,0.0003984203571428436,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
