Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,50,0.5244608481224491,49
55,152,0.37926237552175557,145
54,70,0.42748392571335636,57
53,37,0.46294844988723094,31
52,24,0.5505230535113141,22
51,118,0.3926803561151612,115
50,83,0.41177143924464543,73
49,136,0.438838375351712,127
48,151,0.49492873892547945,136
47,203,0.4764810389175735,190
46,185,0.5379549594685191,160
45,47,0.47435817396000474,36
44,1205,0.30188666404417586,1200
43,154,0.3332050617557369,11
42,612,,
41,67,0.4740159020823952,4
40,1,,
39,3,,
38,1,,
37,7,0.0383920331892974,2
36,26,,
35,5,,
34,13,,
33,16,,
32,11,0.47275170426232704,1
31,50,0.34619496105199427,22
30,12,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
