Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,54,0.2895657923504944,53
55,149,0.025225409735478224,146
54,68,0.014948931596178378,56
53,37,0.010581612388131727,30
52,25,0.016303209283816834,22
51,115,0.01497671470583204,112
50,87,0.0177557109077987,74
49,134,0.011407901496378934,126
48,154,0.009521790991047047,138
47,207,0.007074488017707442,196
46,179,0.005829533776044556,160
45,47,0.006593724931534201,36
44,1194,0.004348571161341094,1189
43,164,0.004279245165889953,10
42,616,0.004358099649366361,615
41,64,0.003008794705731066,4
40,1,,
39,3,,
38,1,,
37,7,0.0022627192760585335,2
36,24,,
35,7,,
34,13,,
33,16,,
32,12,0.007711034932854521,2
31,51,0.002903580679348585,24
30,10,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
