Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,53,0.2732232649631798,52
55,147,0.02767238396208012,143
54,75,0.15479040132483762,60
53,28,0.03304587371753733,25
52,32,0.08063480706406304,24
51,114,0.5463301946934508,113
50,89,5259976.7075435035,77
49,130,0.056703216030988525,125
48,155,0.10479808076385058,138
47,206,186.2690070315369,195
46,166,10142.449246788825,146
45,63,40164.61936905142,38
44,1205,1016.7372612545221,1202
43,151,597.1532594069538,10
42,617,626.0750947927298,616
41,62,137.8852574998601,3
40,2,,
39,3,,
38,1,,
37,7,295.7672841974912,2
36,23,,
35,8,,
34,13,,
33,16,,
32,12,75.87584411375325,2
31,52,67.40239455868779,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
