Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,49,,
55,156,0.18617309472379698,149
54,66,0.17871913768151668,57
53,33,0.22379908297899276,27
52,30,0.24084627337104145,24
51,118,0.1413466295051966,117
50,79,0.19552450557272835,71
49,146,0.16323789390444648,135
48,146,0.1577739304883086,139
47,209,0.1803013406271476,199
46,167,0.1507363809758782,151
45,58,0.15501738447816693,38
44,1204,0.10983359006709716,1201
43,153,0.14374570311789242,11
42,590,,
41,89,0.0661823373006078,4
40,1,,
39,3,,
38,1,,
37,7,0.06532562421837934,2
36,24,,
35,7,,
34,13,,
33,16,,
32,12,0.09492289107573904,2
31,55,0.09586832988102992,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
