Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,51,0.37976300335017105,50
55,148,0.18769771738651445,142
54,76,0.18395558581842436,60
53,32,0.21745058179973592,29
52,28,0.22775697240173026,24
51,116,0.14323041663452502,115
50,77,0.17871535362651633,67
49,143,0.1657516687386755,128
48,141,0.1581729016336519,127
47,216,0.172534590175838,194
46,181,0.15875722145009524,160
45,48,0.15470800042538385,37
44,1221,0.10855478177156645,1217
43,135,0.13534216915449856,9
42,600,0.1088193897235866,598
41,81,0.0713989794448216,4
40,1,,
39,3,,
38,1,,
37,7,0.058229874429241935,2
36,26,,
35,5,,
34,13,,
33,16,,
32,12,0.10456678438197042,2
31,55,0.0931868319610255,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
