Iteration,SampleCount,S_HZ_CON1_MIN,S_HZ_CON1_MIN_Weight
56,50,,
55,149,0.38145401638861137,143
54,69,0.4044620526972513,54
53,40,0.4904997241591655,31
52,26,0.5450693831323093,24
51,111,0.36912580487049684,110
50,89,0.42054815830990655,74
49,129,0.4362057923725723,121
48,155,0.5117221581447055,134
47,207,0.4907549306749825,192
46,176,0.5257024406296317,153
45,57,0.49602774051602355,39
44,1224,0.2977615506935527,1222
43,131,0.3297040214026241,10
42,602,0.30983097791845693,601
41,77,0.4760122954560013,3
40,2,,
39,3,,
38,1,,
37,7,0.04053016458081371,2
36,28,,
35,3,,
34,13,,
33,16,,
32,12,0.5030472166810163,2
31,52,0.2985789738246443,25
30,9,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
