Iteration,SampleCount,S_AGE,S_AGE_Weight
56,49,2.587455115899972,44
55,141,1.6822733596079311,130
54,83,1.177334780592293,39
53,36,1.618487786125641,18
52,26,1.1651434054325236,5
51,123,1.2190082193661251,30
50,80,1.209125330044014,53
49,137,1.1414079264670216,89
48,156,1.4456623981758183,27
47,215,1.156498733055933,33
46,172,2.2133765808517367,8
45,42,1.840722799866279,5
44,1214,0.8589212773049142,1105
43,140,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,1.0153005141789193,9
33,16,1.0070080896025724,4
32,12,1.282210860734522,1
31,55,1.1318826117549412,4
30,6,1.0588084852698474,1
29,9,6.1071556349455225,1
28,4,,
27,13,,
26,6,0.35477943500603626,1
25,67,,
23,3,,
19,1,,
16,1,,
