Iteration,SampleCount,S_AGE,S_AGE_Weight
56,50,2.8888636363636366,44
55,160,1.3348993288590605,149
54,64,0.8371794871794872,39
53,35,1.3258823529411765,17
52,26,0.2950000000000004,4
51,124,0.8033333333333335,30
50,78,0.9208627372549019,51
49,138,0.7789772772727273,88
48,156,1.8003845923076924,26
47,213,0.5652666666666667,30
46,176,1.9551111111111115,9
45,40,1.0700000000000003,4
44,1207,0.7730391978122155,1097
43,148,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,13,1.6111111111111107,9
33,14,2.5300000000000007,2
32,14,8.881784197001252e-16,1
31,56,0.4180000000000003,5
30,5,0.0,1
29,9,0.167,1
28,4,,
27,13,,
26,6,0.19800000000000129,1
25,67,,
23,3,,
19,1,,
16,1,,
