Iteration,SampleCount,S_AGE,S_AGE_Weight
56,50,2.6131507286852154,45
55,147,1.4507924238047176,137
54,78,1.0340982632125486,41
53,32,1.1917556037610566,16
52,28,0.7205094784068398,5
51,123,0.9597590522844814,30
50,75,0.8948156844632486,48
49,139,0.9842334733915383,86
48,159,1.5330311787305613,27
47,214,1.1059197810613501,32
46,173,2.277267641228125,8
45,41,1.1436389872818151,4
44,1219,0.673628777013709,1109
43,136,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,12,1.3479139665482762,8
33,17,1.2946695147437783,4
32,12,1.556068169189245,1
31,54,1.3291938027467447,3
30,7,0.9293764858513258,1
29,9,1.6999626585493777,1
28,4,,
27,13,,
26,6,0.6808139052194955,1
25,67,,
23,3,,
19,1,,
16,1,,
