Iteration,SampleCount,S_AGE,S_AGE_Weight
56,53,3.0021640926100797,46
55,150,1.9497260485097998,141
54,71,1.4392830645792962,38
53,35,1.395826956248329,16
52,28,1.0875350122031195,5
51,121,1.292346627922548,28
50,81,1.252653551748936,52
49,131,1.1324580429057844,82
48,161,1.6494696280486758,25
47,217,1.033365435966937,33
46,172,1.8882370265984765,8
45,42,1.6383546109748295,5
44,1218,0.7992154348538796,1109
43,136,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,12,0.9874833418300484,8
33,17,0.788653001439197,4
32,12,1.2182081760610677,1
31,56,1.4784542700639072,5
30,5,1.2576909818876958,1
29,9,2.0469983192500667,1
28,4,,
27,13,,
26,6,0.0689040635186915,1
25,67,,
23,3,,
19,1,,
16,1,,
