Iteration,SampleCount,S_AGE,S_AGE_Weight
56,52,3.2606382978723407,47
55,152,1.2209027777777777,144
54,67,0.8097297297297297,37
53,37,1.198235294117647,17
52,27,0.6870000000000003,5
51,122,0.8351724137931035,29
50,75,0.569702114893617,47
49,147,1.0286559139784945,93
48,150,2.03948,25
47,215,0.797258064516129,31
46,175,2.2753333333333337,9
45,41,0.43300000000000016,5
44,1208,0.7764121929026385,1099
43,146,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,11,2.4399999714285707,7
33,18,0.5300000000000002,4
32,12,1.0,1
31,55,0.49250000000000016,4
30,6,0.6299999999999999,1
29,9,0.167,1
28,4,,
27,13,,
26,6,0.25,1
25,67,,
23,3,,
19,1,,
16,1,,
