Iteration,SampleCount,S_AGE,S_AGE_Weight
56,52,2.7690927108295735,46
55,147,1.9725020448232138,138
54,75,1.7653623371689109,39
53,36,1.622041856938906,18
52,26,1.6905980693687892,5
51,119,1.488356005174333,26
50,80,1.4631566070312072,49
49,139,1.3524289787161625,87
48,158,1.7286865080194027,27
47,212,1.1882420557493125,30
46,176,2.4421229590025875,9
45,41,2.177103229495817,5
44,1219,0.5965960459878529,1110
43,135,,
42,675,,
41,4,,
40,1,,
39,3,,
38,1,,
37,7,,
36,28,,
35,3,,
34,12,1.8710086491809832,8
33,15,0.5215297893331832,2
32,14,2.3146382869269475,1
31,56,1.2789183035074074,5
30,5,1.9164496486805538,1
29,9,5.329106894622161,1
28,4,,
27,13,,
26,6,2.7769263705764042,1
25,67,,
23,3,,
19,1,,
16,1,,
