Iteration,SampleCount,S_LUMINOSITY,S_LUMINOSITY_Weight
56,50,,
55,151,1.2917668502519706,145
54,68,1.2838267793002887,55
53,37,1.1729929844580804,29
52,29,1.583297828229313,25
51,114,,
50,86,1.2850656910192497,75
49,126,1.2564316160054538,119
48,156,1.4777297420438966,133
47,214,1.2146707610387184,198
46,173,1.2878038761022523,156
45,51,1.0381036626594267,36
44,1196,0.879091875691705,1191
43,159,0.7492914783744369,7
42,625,0.7768619075480322,621
41,58,1.164538881947541,4
40,1,,
39,3,,
38,1,,
37,7,0.22361890820941244,2
36,28,,
35,3,,
34,13,,
33,16,,
32,12,1.207690100530714,2
31,55,0.8077365283592245,28
30,6,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
