Iteration,SampleCount,S_LUMINOSITY,S_LUMINOSITY_Weight
56,52,,
55,148,0.33636617349867615,144
54,74,0.2410738404062751,60
53,30,0.2934193651245523,27
52,30,0.4463587424415534,24
51,110,0.34775115948731306,109
50,89,18600758.41062183,73
49,132,40.576992855534655,123
48,146,19.55499363621668,127
47,224,257.89406420041195,202
46,164,143.1907519014219,151
45,57,3.913237228467826,37
44,1216,4.542556654708748,1212
43,142,2.3061758650216646,11
42,610,,
41,69,1.5699791124469222,4
40,1,,
39,3,,
38,1,,
37,7,2.523014965091064,2
36,22,,
35,9,,
34,13,,
33,16,,
32,12,2.9116664028143777,2
31,53,2.2775548867102,26
30,8,,
29,9,,
28,4,,
27,13,,
26,6,,
25,67,,
23,3,,
19,1,,
16,1,,
